name,site,subtypes,category,type,phone,full_address,street,city,postal_code,state,us_state,country_code,latitude,longitude,rating,reviews,reviews_link,photos_count,photo,street_view,working_hours,working_hours_old_format,business_status,about,logo,owner_link,location_link,location_reviews_link,place_id
Cosmo Nail Bar,https://cosmonailbaraz.com/,Nail salon,Nail salon,Nail salon,+1 623-536-6868,"5110 N Dysart Rd Suite 172, Litchfield Park, AZ 85340",5110 N Dysart Rd Suite 172,Litchfield Park,85340,Arizona,Alabama,US,"33,5100708","-112,3422622","4,7",235,"https://search.google.com/local/reviews?placeid=ChIJ6R_h6rVHK4cRFSznXmrvT2Q&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",317,https://lh3.googleusercontent.com/p/AF1QipOca4P_7j7jSLi1UrgmXANuguk1bcuq0Db_b-ZA=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOca4P_7j7jSLi1UrgmXANuguk1bcuq0Db_b-ZA=w1600-h1000-k-no,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""10AM-4PM""}",Monday:9AM-7PM|Tuesday:9AM-7PM|Wednesday:9AM-7PM|Thursday:9AM-7PM|Friday:9AM-7PM|Saturday:9AM-6PM|Sunday:10AM-4PM,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Alcohol"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Accepts walk-ins"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh4.googleusercontent.com/-gU9tmzmbaPc/AAAAAAAAAAI/AAAAAAAAAAA/prpCdQhJyjQ/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/100320664931076191098,"https://www.google.com/maps/place/Cosmo+Nail+Bar/@33.5100708,-112.3422622,14z/data=!4m8!1m2!2m1!1sCosmo+Nail+Bar!3m4!1s0x872b47b5eae11fe9:0x644fef6a5ee72c15!8m2!3d33.5100708!4d-112.3422622","https://www.google.com/maps/place/Cosmo+Nail+Bar/@33.5100708,-112.3422622,13.99z/data=!4m16!1m7!3m6!1s0x872b47b5eae11fe9:0x644fef6a5ee72c15!2sCosmo+Nail+Bar!8m2!3d33.5100708!4d-112.3422622!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b47b5eae11fe9:0x644fef6a5ee72c15!8m2!3d33.5100708!4d-112.3422622!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ6R_h6rVHK4cRFSznXmrvT2Q
Happy Tails Doggy Care LLC,http://www.happytailsdoggycare.com/,"Pet groomer, Dog trainer, Dog walker, Pet boarding service, Dog day care center, Pet sitter, Pet trainer",Dog day care center,Pet groomer,+1 602-412-3007,"25814 W Euclid Ave, Buckeye, AZ 85326",25814 W Euclid Ave,Buckeye,85326,Arizona,Alabama,US,"33,3666901","-112,6063164",4,35,"https://search.google.com/local/reviews?placeid=ChIJk-tUN6ZaK4cRHRrbpbUL42k&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",9,https://lh3.googleusercontent.com/p/AF1QipNyhAyuygeqkjuf1ibHT9AX8ZsjNdNnL2h-WrEu=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNyhAyuygeqkjuf1ibHT9AX8ZsjNdNnL2h-WrEu=w1600-h1000-k-no,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""Closed""}",Monday:7AM-7PM|Tuesday:7AM-7PM|Wednesday:7AM-7PM|Thursday:7AM-7PM|Friday:7AM-7PM|Saturday:7AM-7PM|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh5.googleusercontent.com/-y0TGx6X5klA/AAAAAAAAAAI/AAAAAAAAAAA/rHUh93EaFk4/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/112410619929299502631,"https://www.google.com/maps/place/Happy+Tails+Doggy+Care+LLC/@33.3666901,-112.6063164,14z/data=!4m8!1m2!2m1!1sHappy+Tails+Doggy+Care+LLC!3m4!1s0x872b5aa63754eb93:0x69e30bb5a5db1a1d!8m2!3d33.3666901!4d-112.6063164","https://www.google.com/maps/place/Happy+Tails+Doggy+Care+LLC/@33.3666901,-112.6063164,13.99z/data=!4m16!1m7!3m6!1s0x872b5aa63754eb93:0x69e30bb5a5db1a1d!2sHappy+Tails+Doggy+Care+LLC!8m2!3d33.3666901!4d-112.6063164!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b5aa63754eb93:0x69e30bb5a5db1a1d!8m2!3d33.3666901!4d-112.6063164!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJk-tUN6ZaK4cRHRrbpbUL42k
PetSmart,https://www.petsmart.com/stores/us/az/goodyear-store1712.html?utm_source=google,Pet supply store,Pet supply store,Pet supply store,+1 623-882-1355,"555 S Cotton Ln, Goodyear, AZ 85338",555 S Cotton Ln,Goodyear,85338,Arizona,Alabama,US,"33,4416608","-112,4229066","4,3",1136,"https://search.google.com/local/reviews?placeid=ChIJoY7xeh44K4cRjEvfbbKH-Z4&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",251,https://lh3.googleusercontent.com/p/AF1QipPHrpaI_ZoqKrLOvpNDTl7-KbEDN5Xiw_4f8OIH=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPHrpaI_ZoqKrLOvpNDTl7-KbEDN5Xiw_4f8OIH=w1600-h1000-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""10AM-7PM""}",Monday:9AM-9PM|Tuesday:9AM-9PM|Wednesday:9AM-9PM|Thursday:9AM-9PM|Friday:9AM-9PM|Saturday:9AM-9PM|Sunday:10AM-7PM,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""In-store pickup"": true, ""In-store shopping"": true, ""Onsite services"": true, ""Same-day delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh4.googleusercontent.com/-Uh-NR5_lshg/AAAAAAAAAAI/AAAAAAAAAAA/vi_kXoloORQ/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/110171742348906828208,"https://www.google.com/maps/place/PetSmart/@33.4416608,-112.42290659999999,14z/data=!4m8!1m2!2m1!1sPetSmart!3m4!1s0x872b381e7af18ea1:0x9ef987b26ddf4b8c!8m2!3d33.4416608!4d-112.42290659999999","https://www.google.com/maps/place/PetSmart/@33.4416608,-112.42290659999999,13.99z/data=!4m16!1m7!3m6!1s0x872b381e7af18ea1:0x9ef987b26ddf4b8c!2sPetSmart!8m2!3d33.4416608!4d-112.42290659999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b381e7af18ea1:0x9ef987b26ddf4b8c!8m2!3d33.4416608!4d-112.42290659999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJoY7xeh44K4cRjEvfbbKH-Z4
Happy Paws Dog Grooming LLC,,Pet groomer,Pet groomer,Pet groomer,+1 850-585-5258,"13128 W Monte Vista Dr, Goodyear, AZ 85395",13128 W Monte Vista Dr,Goodyear,85395,Arizona,Alabama,US,"33,4693987","-112,3417096","4,8",116,"https://search.google.com/local/reviews?placeid=ChIJM_zyY7dIK4cRMSGnxl-CZno&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",51,https://lh3.googleusercontent.com/p/AF1QipOonkL31nUe9u95Vq4BAoc5hZEUFJhu1LG184iV=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOonkL31nUe9u95Vq4BAoc5hZEUFJhu1LG184iV=w1600-h1000-k-no,,,CLOSED_TEMPORARILY,{},https://lh6.googleusercontent.com/-hnU8kb2Lo_4/AAAAAAAAAAI/AAAAAAAAAAA/whJiICw8NqI/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/107095425873713395280,"https://www.google.com/maps/place/Happy+Paws+Dog+Grooming+LLC/@33.4693987,-112.3417096,14z/data=!4m8!1m2!2m1!1sHappy+Paws+Dog+Grooming+LLC!3m4!1s0x872b48b763f2fc33:0x7a66825fc6a72131!8m2!3d33.4693987!4d-112.3417096","https://www.google.com/maps/place/Happy+Paws+Dog+Grooming+LLC/@33.4693987,-112.3417096,13.99z/data=!4m16!1m7!3m6!1s0x872b48b763f2fc33:0x7a66825fc6a72131!2sHappy+Paws+Dog+Grooming+LLC!8m2!3d33.4693987!4d-112.3417096!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b48b763f2fc33:0x7a66825fc6a72131!8m2!3d33.4693987!4d-112.3417096!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJM_zyY7dIK4cRMSGnxl-CZno
Anmorae Pet Grooming and Boarding,,"Pet groomer, Dog day care center, Kennel, Pet sitter",Pet groomer,Pet groomer,+1 623-925-1350,"5447 S El Mirage Rd, Tolleson, AZ 85353",5447 S El Mirage Rd,Tolleson,85353,Arizona,Alabama,US,"33,397971","-112,322235","3,8",17,"https://search.google.com/local/reviews?placeid=ChIJXZlMD6g-K4cRrjtjKMVrS_o&q=pet+groomer,+85329,+Cashion,+AZ,+US&authuser=0&hl=en&gl=US",8,https://lh3.googleusercontent.com/p/AF1QipPie8oFZPqPZxMc8cqEN8GVCTDFdZHJ6QmSgTI7=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPie8oFZPqPZxMc8cqEN8GVCTDFdZHJ6QmSgTI7=w1600-h1000-k-no,,,CLOSED_TEMPORARILY,{},,,"https://www.google.com/maps/place/Anmorae+Pet+Grooming+and+Boarding/@33.397971,-112.32223499999999,14z/data=!4m8!1m2!2m1!1sAnmorae+Pet+Grooming+and+Boarding!3m4!1s0x872b3ea80f4c995d:0xfa4b6bc528633bae!8m2!3d33.397971!4d-112.32223499999999","https://www.google.com/maps/place/Anmorae+Pet+Grooming+and+Boarding/@33.397971,-112.32223499999999,13.99z/data=!4m16!1m7!3m6!1s0x872b3ea80f4c995d:0xfa4b6bc528633bae!2sAnmorae+Pet+Grooming+and+Boarding!8m2!3d33.397971!4d-112.32223499999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b3ea80f4c995d:0xfa4b6bc528633bae!8m2!3d33.397971!4d-112.32223499999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJXZlMD6g-K4cRrjtjKMVrS_o
Cat Groomer,,Pet groomer,Pet groomer,Pet groomer,+1 480-524-6943,"3147 N 40th Ave, Phoenix, AZ 85019",3147 N 40th Ave,Phoenix,85019,Arizona,Alabama,US,"33,4861531","-112,1448611",,,,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3CYQcCNJgRRFBgg4wAxw_g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=58.434563&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3CYQcCNJgRRFBgg4wAxw_g&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=58.434563&pitch=0&thumbfov=100,,,CLOSED_TEMPORARILY,{},,,"https://www.google.com/maps/place/Cat+Groomer/@33.486153099999996,-112.1448611,14z/data=!4m8!1m2!2m1!1sCat+Groomer!3m4!1s0x872b149d0c01e591:0x6c82ab4c379593b5!8m2!3d33.486153099999996!4d-112.1448611","https://www.google.com/maps/place/Cat+Groomer/@33.486153099999996,-112.1448611,13.99z/data=!4m16!1m7!3m6!1s0x872b149d0c01e591:0x6c82ab4c379593b5!2sCat+Groomer!8m2!3d33.486153099999996!4d-112.1448611!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b149d0c01e591:0x6c82ab4c379593b5!8m2!3d33.486153099999996!4d-112.1448611!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJkeUBDJ0UK4cRtZOVN0yrgmw
FairyTails Grooming,https://www.instagram.com/fairytails_grooming_/,Pet groomer,Pet groomer,Pet groomer,+1 602-733-2360,"28212 N Tatum Blvd, Cave Creek, AZ 85331",28212 N Tatum Blvd,Cave Creek,85331,Arizona,Alabama,US,"33,7414119","-111,9812156",5,15,"https://search.google.com/local/reviews?placeid=ChIJjz5zp4t7K4cRcsrWOvDuIEQ&q=pet+groomer,+85331,+Cave+Creek,+AZ,+US&authuser=0&hl=en&gl=US",20,https://lh3.googleusercontent.com/p/AF1QipNtD0HsiQLfSA1V14zrUIUh38pj8Hr4jwg-NS5I=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNtD0HsiQLfSA1V14zrUIUh38pj8Hr4jwg-NS5I=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""9AM-2PM"", ""Thursday"": ""9AM-2PM"", ""Friday"": ""9AM-2PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:Closed|Tuesday:Closed|Wednesday:9AM-2PM|Thursday:9AM-2PM|Friday:9AM-2PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",https://lh4.googleusercontent.com/-eXnuSeFwh54/AAAAAAAAAAI/AAAAAAAAAAA/R0-_5dXRefI/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/107800684115397069958,"https://www.google.com/maps/place/FairyTails+Grooming/@33.741411899999996,-111.9812156,14z/data=!4m8!1m2!2m1!1sFairyTails+Grooming!3m4!1s0x872b7b8ba7733e8f:0x4420eef03ad6ca72!8m2!3d33.741411899999996!4d-111.9812156","https://www.google.com/maps/place/FairyTails+Grooming/@33.741411899999996,-111.9812156,13.99z/data=!4m16!1m7!3m6!1s0x872b7b8ba7733e8f:0x4420eef03ad6ca72!2sFairyTails+Grooming!8m2!3d33.741411899999996!4d-111.9812156!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b7b8ba7733e8f:0x4420eef03ad6ca72!8m2!3d33.741411899999996!4d-111.9812156!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJjz5zp4t7K4cRcsrWOvDuIEQ
Stray's Grooming Co,https://www.instagram.com/straysgrooming.co/,Pet groomer,Pet groomer,Pet groomer,+1 602-753-6416,"28212 N Tatum Blvd SUITE 107, Cave Creek, AZ 85331",28212 N Tatum Blvd SUITE 107,Cave Creek,85331,Arizona,Alabama,US,"33,7416498","-111,9808607",5,10,"https://search.google.com/local/reviews?placeid=ChIJqfRG-qx7K4cRJGzvHi9gSBA&q=pet+groomer,+85331,+Cave+Creek,+AZ,+US&authuser=0&hl=en&gl=US",4,https://lh3.googleusercontent.com/p/AF1QipOQPwMLkgkmaVkZ7CGQMHjFt5Fr_3jexsfjM2hp=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOQPwMLkgkmaVkZ7CGQMHjFt5Fr_3jexsfjM2hp=w1600-h1000-k-no,,,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh3.googleusercontent.com/-5gbibcfLcxg/AAAAAAAAAAI/AAAAAAAAAAA/4w02avAqsJ0/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/102323107392530303773,"https://www.google.com/maps/place/Stray%27s+Grooming+Co/@33.7416498,-111.9808607,14z/data=!4m8!1m2!2m1!1sStray%27s+Grooming+Co!3m4!1s0x872b7bacfa46f4a9:0x1048602f1eef6c24!8m2!3d33.7416498!4d-111.9808607","https://www.google.com/maps/place/Stray%27s+Grooming+Co/@33.7416498,-111.9808607,13.99z/data=!4m16!1m7!3m6!1s0x872b7bacfa46f4a9:0x1048602f1eef6c24!2sStray%27s+Grooming+Co!8m2!3d33.7416498!4d-111.9808607!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b7bacfa46f4a9:0x1048602f1eef6c24!8m2!3d33.7416498!4d-111.9808607!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJqfRG-qx7K4cRJGzvHi9gSBA
Planet Pet,http://www.planetpetaz.com/,Pet groomer,Pet groomer,Pet groomer,+1 480-915-8446,"28212 N Tatum Blvd Suite 105, Cave Creek, AZ 85331",28212 N Tatum Blvd Suite 105,Cave Creek,85331,Arizona,Alabama,US,"33,7416498","-111,9808607",5,3,"https://search.google.com/local/reviews?placeid=ChIJzcc7nUl7K4cRy-q1TYowy9U&q=pet+groomer,+85331,+Cave+Creek,+AZ,+US&authuser=0&hl=en&gl=US",12,https://lh3.googleusercontent.com/p/AF1QipO2CSxLJ6TwpYbYykWcS1-BwGikDy013f8pTPLv=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipO2CSxLJ6TwpYbYykWcS1-BwGikDy013f8pTPLv=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""8AM-4:30PM"", ""Sunday"": ""Closed""}",Monday:Closed|Tuesday:8AM-4:30PM|Wednesday:8AM-4:30PM|Thursday:8AM-4:30PM|Friday:8AM-4:30PM|Saturday:8AM-4:30PM|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh5.googleusercontent.com/-cdnf-OUJ9VY/AAAAAAAAAAI/AAAAAAAAAAA/9q3F4Hxm42g/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/102699388499065679787,"https://www.google.com/maps/place/Planet+Pet/@33.7416498,-111.9808607,14z/data=!4m8!1m2!2m1!1sPlanet+Pet!3m4!1s0x872b7b499d3bc7cd:0xd5cb308a4db5eacb!8m2!3d33.7416498!4d-111.9808607","https://www.google.com/maps/place/Planet+Pet/@33.7416498,-111.9808607,13.99z/data=!4m16!1m7!3m6!1s0x872b7b499d3bc7cd:0xd5cb308a4db5eacb!2sPlanet+Pet!8m2!3d33.7416498!4d-111.9808607!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b7b499d3bc7cd:0xd5cb308a4db5eacb!8m2!3d33.7416498!4d-111.9808607!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJzcc7nUl7K4cRy-q1TYowy9U
Dynamite Doggies Pet Salon,http://dynamitedoggiesaz.com/,Pet groomer,Pet groomer,Pet groomer,+1 602-932-0321,"28212 N Tatum Blvd ste 103, Cave Creek, AZ 85331",28212 N Tatum Blvd ste 103,Cave Creek,85331,Arizona,Alabama,US,"33,7416498","-111,9808607",5,10,"https://search.google.com/local/reviews?placeid=ChIJTzzj2at7K4cR2YLKMqmGw5Q&q=pet+groomer,+85331,+Cave+Creek,+AZ,+US&authuser=0&hl=en&gl=US",16,https://lh3.googleusercontent.com/p/AF1QipMPDHJud8zYu78NpZfiC4Aipcuy2sK5D3nwrSLB=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMPDHJud8zYu78NpZfiC4Aipcuy2sK5D3nwrSLB=w1600-h1000-k-no,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh6.googleusercontent.com/-pVG-mILN5p8/AAAAAAAAAAI/AAAAAAAAAAA/KRMGcEMueJc/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/100394444203529494276,"https://www.google.com/maps/place/Dynamite+Doggies+Pet+Salon/@33.7416498,-111.9808607,14z/data=!4m8!1m2!2m1!1sDynamite+Doggies+Pet+Salon!3m4!1s0x872b7babd9e33c4f:0x94c386a932ca82d9!8m2!3d33.7416498!4d-111.9808607","https://www.google.com/maps/place/Dynamite+Doggies+Pet+Salon/@33.7416498,-111.9808607,13.99z/data=!4m16!1m7!3m6!1s0x872b7babd9e33c4f:0x94c386a932ca82d9!2sDynamite+Doggies+Pet+Salon!8m2!3d33.7416498!4d-111.9808607!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b7babd9e33c4f:0x94c386a932ca82d9!8m2!3d33.7416498!4d-111.9808607!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJTzzj2at7K4cR2YLKMqmGw5Q
Barlee's Pet Salon,https://www.barleespetspa.com/?utm_source=google,Pet groomer,Pet groomer,Pet groomer,+1 623-764-9239,"28212 N Tatum Blvd Ste D2, Cave Creek, AZ 85331",28212 N Tatum Blvd Ste D2,Cave Creek,85331,Arizona,Alabama,US,"33,7416498","-111,9808607",5,4,"https://search.google.com/local/reviews?placeid=ChIJIdJVs-x7K4cRgdaGdAmZMnk&q=pet+groomer,+85331,+Cave+Creek,+AZ,+US&authuser=0&hl=en&gl=US",8,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-PHFn52t-qpCTz0oROuhwoOz7u-t1uW7JnAMEe385Jnh9bGcWqfRQwQYrRdXRXfrqza_z6S1VCHfNkMkHHoylf6XDN9XT6LeZpIv2Xip78kmUvP8Y2WWG2ozDVdWaj1oUG-RKGag=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-PHFn52t-qpCTz0oROuhwoOz7u-t1uW7JnAMEe385Jnh9bGcWqfRQwQYrRdXRXfrqza_z6S1VCHfNkMkHHoylf6XDN9XT6LeZpIv2Xip78kmUvP8Y2WWG2ozDVdWaj1oUG-RKGag=w1600-h1000-k-no,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""10AM-6PM""}",Monday:10AM-6PM|Tuesday:10AM-6PM|Wednesday:10AM-6PM|Thursday:10AM-6PM|Friday:10AM-6PM|Saturday:10AM-6PM|Sunday:10AM-6PM,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh6.googleusercontent.com/-dcSmWJvXtrk/AAAAAAAAAAI/AAAAAAAAAAA/NbHz91bIs9Y/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/108716612455819267013,"https://www.google.com/maps/place/Barlee%27s+Pet+Salon/@33.7416498,-111.9808607,14z/data=!4m8!1m2!2m1!1sBarlee%27s+Pet+Salon!3m4!1s0x872b7becb355d221:0x793299097486d681!8m2!3d33.7416498!4d-111.9808607","https://www.google.com/maps/place/Barlee%27s+Pet+Salon/@33.7416498,-111.9808607,13.99z/data=!4m16!1m7!3m6!1s0x872b7becb355d221:0x793299097486d681!2sBarlee%27s+Pet+Salon!8m2!3d33.7416498!4d-111.9808607!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b7becb355d221:0x793299097486d681!8m2!3d33.7416498!4d-111.9808607!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJIdJVs-x7K4cRgdaGdAmZMnk
The Fur District,https://www.thefurdistrict.com/,Pet groomer,Pet groomer,Pet groomer,+1 480-932-6262,"28212 N Tatum Blvd Ste D2, Cave Creek, AZ 85331",28212 N Tatum Blvd Ste D2,Cave Creek,85331,Arizona,Alabama,US,"33,7416498","-111,9808607",,,,9,https://lh3.googleusercontent.com/p/AF1QipOycoTjm1vGjLh3RxPaTW5ucpu1J9YKguXPwxoC=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOycoTjm1vGjLh3RxPaTW5ucpu1J9YKguXPwxoC=w1600-h1000-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh6.googleusercontent.com/-cCKuFICQOp8/AAAAAAAAAAI/AAAAAAAAAAA/ep7lffxCOyU/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/117884574104906414920,"https://www.google.com/maps/place/The+Fur+District/@33.7416498,-111.9808607,14z/data=!4m8!1m2!2m1!1sThe+Fur+District!3m4!1s0x872b7b877282a327:0x94e59bbd630e7cae!8m2!3d33.7416498!4d-111.9808607","https://www.google.com/maps/place/The+Fur+District/@33.7416498,-111.9808607,13.99z/data=!4m16!1m7!3m6!1s0x872b7b877282a327:0x94e59bbd630e7cae!2sThe+Fur+District!8m2!3d33.7416498!4d-111.9808607!16s%2Fg%2F11ckvg1dmb!3m7!1s0x872b7b877282a327:0x94e59bbd630e7cae!8m2!3d33.7416498!4d-111.9808607!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJJ6OCcod7K4cRrnwOY72b5ZQ
